,Character-1,Character-2,Word_Trad,Word_Sim,Stroke-1,Stroke-2,C&B-Subtitle-raw-C1,C&B-Subtitle-raw-C2,C&B-Subtitle-raw-W,HD-1,HD-2,Num-neighbor-1,Num-neighbor-2
3426,再,三,再三,再三,6.0,3.0,78039.0,26275.0,65.0,3,0.0,0.0,0.0
3430,再,见,再見,再见,6.0,7.0,78039.0,85723.0,10958.0,3,0.0,0.0,0.0
3431,再,版,再版,再版,6.0,8.0,78039.0,2708.0,5.0,3,0.0,0.0,0.0
3436,再,造,再造,再造,6.0,11.0,78039.0,11461.0,43.0,3,0.0,0.0,0.0
3437,再,嫁,再嫁,再嫁,6.0,13.0,78039.0,2163.0,8.0,3,0.0,0.0,0.0
3439,再,说,再說,再说,6.0,14.0,78039.0,281841.0,2242.0,3,0.0,0.0,0.0
3444,冰,水,冰水,冰水,6.0,4.0,6145.0,21793.0,3.0,2,0.0,0.0,0.0
3445,冰,冷,冰冷,冰冷,6.0,7.0,6145.0,9199.0,194.0,2,0.0,0.0,0.0
3447,冰,封,冰封,冰封,6.0,9.0,6145.0,5258.0,,2,0.0,0.0,0.0
3450,冰,峰,冰峰,冰峰,6.0,10.0,6145.0,748.0,,2,0.0,0.0,0.0
3452,冰,球,冰球,冰球,6.0,11.0,6145.0,24351.0,199.0,2,0.0,0.0,0.0
3453,冰,袋,冰袋,冰袋,6.0,11.0,6145.0,5787.0,26.0,2,0.0,0.0,0.0
3454,冰,雪,冰雪,冰雪,6.0,11.0,6145.0,3731.0,71.0,2,0.0,0.0,0.0
3456,冰,窖,冰窖,冰窖,6.0,12.0,6145.0,171.0,6.0,2,0.0,0.0,0.0
3457,冰,块,冰塊,冰块,6.0,13.0,6145.0,11381.0,264.0,2,0.0,0.0,0.0
3458,冰,雹,冰雹,冰雹,6.0,13.0,6145.0,36.0,34.0,2,0.0,0.0,0.0
3460,冰,砖,冰磚,冰砖,6.0,16.0,6145.0,461.0,2.0,2,0.0,0.0,0.0
3462,冰,锥,冰錐,冰锥,6.0,16.0,6145.0,95.0,38.0,2,0.0,0.0,0.0
3463,冰,雕,冰雕,冰雕,6.0,16.0,6145.0,858.0,42.0,2,0.0,0.0,0.0
3465,冰,镇,冰鎮,冰镇,6.0,18.0,6145.0,5601.0,54.0,2,0.0,0.0,0.0
3467,刑,具,刑具,刑具,6.0,8.0,2801.0,8138.0,22.0,5,0.0,0.0,0.0
3468,刑,房,刑房,刑房,6.0,8.0,2801.0,25246.0,7.0,5,0.0,0.0,0.0
3470,刑,责,刑責,刑责,6.0,11.0,2801.0,10100.0,,5,0.0,0.0,0.0
3471,刑,场,刑場,刑场,6.0,12.0,2801.0,34746.0,17.0,5,0.0,0.0,0.0
3473,刑,罚,刑罰,刑罚,6.0,14.0,2801.0,2516.0,46.0,5,0.0,0.0,0.0
3474,刑,警,刑警,刑警,6.0,20.0,2801.0,32561.0,161.0,5,0.0,0.0,0.0
3477,划,船,划船,划船,6.0,11.0,11871.0,9979.0,118.0,5,0.0,0.0,0.0
3478,划,艇,划艇,划艇,6.0,13.0,11871.0,1110.0,20.0,5,0.0,0.0,0.0
3480,划,桨,划槳,划桨,6.0,15.0,11871.0,150.0,22.0,5,0.0,0.0,0.0
3481,列,入,列入,列入,6.0,2.0,4646.0,24269.0,95.0,8,0.0,0.0,0.0
3482,列,出,列出,列出,6.0,5.0,4646.0,129404.0,137.0,8,0.0,0.0,0.0
3483,列,印,列印,列印,6.0,6.0,4646.0,6629.0,,8,0.0,0.0,0.0
3484,列,车,列車,列车,6.0,7.0,4646.0,55587.0,401.0,8,0.0,0.0,0.0
3485,列,表,列表,列表,6.0,8.0,4646.0,31395.0,114.0,8,0.0,0.0,0.0
3486,列,为,列為,列为,6.0,9.0,4646.0,249231.0,102.0,8,0.0,0.0,0.0
3488,列,席,列席,列席,6.0,10.0,4646.0,3105.0,11.0,8,0.0,0.0,0.0
3489,列,强,列強,列强,6.0,11.0,4646.0,15755.0,7.0,8,0.0,0.0,0.0
3491,列,传,列傳,列传,6.0,13.0,4646.0,13084.0,,8,0.0,0.0,0.0
3492,列,举,列舉,列举,6.0,17.0,4646.0,6853.0,26.0,8,0.0,0.0,0.0
3494,劣,等,劣等,劣等,6.0,12.0,646.0,71184.0,25.0,8,0.0,0.0,0.0
3495,劣,势,劣勢,劣势,6.0,13.0,646.0,4547.0,69.0,8,0.0,0.0,0.0
3496,劣,种,劣種,劣种,6.0,14.0,646.0,42396.0,1.0,8,0.0,0.0,0.0
3497,劣,质,劣質,劣质,6.0,15.0,646.0,5831.0,65.0,8,0.0,0.0,0.0
3498,劣,绩,劣績,劣绩,6.0,17.0,646.0,1128.0,,8,0.0,0.0,0.0
3500,印,台,印台,印台,6.0,5.0,6629.0,13404.0,,4,0.0,0.0,0.0
3503,印,花,印花,印花,6.0,8.0,6629.0,17379.0,27.0,4,0.0,0.0,0.0
3504,印,书,印書,印书,6.0,10.0,6629.0,13360.0,,4,0.0,0.0,0.0
3505,印,记,印記,印记,6.0,10.0,6629.0,39008.0,165.0,4,0.0,0.0,0.0
3506,印,盒,印盒,印盒,6.0,11.0,6629.0,2706.0,,4,0.0,0.0,0.0
3507,印,章,印章,印章,6.0,11.0,6629.0,3560.0,71.0,4,0.0,0.0,0.0
3509,印,象,印象,印象,6.0,12.0,6629.0,17007.0,1758.0,4,0.0,0.0,0.0
3510,印,模,印模,印模,6.0,15.0,6629.0,8644.0,,4,0.0,0.0,0.0
3511,印,证,印證,印证,6.0,19.0,6629.0,30165.0,19.0,4,0.0,0.0,0.0
3512,危,及,危及,危及,6.0,4.0,7715.0,9979.0,101.0,4,0.0,0.0,0.0
3514,危,急,危急,危急,6.0,9.0,7715.0,7604.0,121.0,4,0.0,0.0,0.0
3515,危,殆,危殆,危殆,6.0,9.0,7715.0,61.0,4.0,4,0.0,0.0,0.0
3516,危,害,危害,危害,6.0,10.0,7715.0,25606.0,244.0,4,0.0,0.0,0.0
3518,危,机,危機,危机,6.0,16.0,7715.0,48902.0,756.0,4,0.0,0.0,0.0
3520,危,难,危難,危难,6.0,19.0,7715.0,31433.0,41.0,4,0.0,0.0,0.0
3521,吃,力,吃力,吃力,6.0,2.0,33829.0,44859.0,42.0,6,0.0,0.0,0.0
3522,吃,下,吃下,吃下,6.0,3.0,33829.0,153565.0,,6,0.0,0.0,0.0
3525,吃,重,吃重,吃重,6.0,9.0,33829.0,39372.0,,6,0.0,0.0,0.0
3528,吃,草,吃草,吃草,6.0,10.0,33829.0,3811.0,,6,0.0,0.0,0.0
3530,吃,透,吃透,吃透,6.0,11.0,33829.0,4390.0,1.0,6,0.0,0.0,0.0
3532,吃,饭,吃飯,吃饭,6.0,12.0,33829.0,10037.0,2135.0,6,0.0,0.0,0.0
3536,吃,斋,吃齋,吃斋,6.0,17.0,33829.0,78.0,,6,0.0,0.0,0.0
3537,吃,惊,吃驚,吃惊,6.0,23.0,33829.0,9696.0,1227.0,6,0.0,0.0,0.0
3538,各,人,各人,各人,6.0,2.0,9490.0,373292.0,26.0,4,0.0,0.0,0.0
3540,各,位,各位,各位,6.0,7.0,9490.0,31427.0,3982.0,4,0.0,0.0,0.0
3542,各,个,各個,各个,6.0,10.0,9490.0,452923.0,295.0,4,0.0,0.0,0.0
3543,各,处,各處,各处,6.0,11.0,9490.0,28742.0,28.0,4,0.0,0.0,0.0
3544,各,项,各項,各项,6.0,12.0,9490.0,5537.0,30.0,4,0.0,0.0,0.0
3546,各,类,各類,各类,6.0,19.0,9490.0,11326.0,33.0,4,0.0,0.0,0.0
3548,合,十,合十,合十,6.0,2.0,27378.0,14731.0,19.0,12,0.0,0.0,0.0
3550,合,用,合用,合用,6.0,5.0,27378.0,79299.0,22.0,12,0.0,0.0,0.0
3551,合,伙,合伙,合伙,6.0,6.0,27378.0,37637.0,139.0,12,0.0,0.0,0.0
3553,合,作,合作,合作,6.0,7.0,27378.0,68168.0,3344.0,12,0.0,0.0,0.0
3554,合,身,合身,合身,6.0,7.0,27378.0,38760.0,185.0,12,0.0,0.0,0.0
3557,合,抱,合抱,合抱,6.0,8.0,27378.0,26803.0,,12,0.0,0.0,0.0
3558,合,拍,合拍,合拍,6.0,8.0,27378.0,11578.0,83.0,12,0.0,0.0,0.0
3559,合,法,合法,合法,6.0,8.0,27378.0,60750.0,995.0,12,0.0,0.0,0.0
3560,合,股,合股,合股,6.0,8.0,27378.0,5724.0,3.0,12,0.0,0.0,0.0
3561,合,金,合金,合金,6.0,8.0,27378.0,19210.0,98.0,12,0.0,0.0,0.0
3563,合,约,合約,合约,6.0,9.0,27378.0,22765.0,434.0,12,0.0,0.0,0.0
3565,合,格,合格,合格,6.0,10.0,27378.0,19477.0,221.0,12,0.0,0.0,0.0
3566,合,唱,合唱,合唱,6.0,11.0,27378.0,11922.0,88.0,12,0.0,0.0,0.0
3571,合,照,合照,合照,6.0,13.0,27378.0,24253.0,1.0,12,0.0,0.0,0.0
3572,合,群,合群,合群,6.0,13.0,27378.0,4880.0,63.0,12,0.0,0.0,0.0
3574,合,资,合資,合资,6.0,13.0,27378.0,7880.0,7.0,12,0.0,0.0,0.0
3576,合,演,合演,合演,6.0,14.0,27378.0,23373.0,7.0,12,0.0,0.0,0.0
3577,合,算,合算,合算,6.0,14.0,27378.0,28149.0,20.0,12,0.0,0.0,0.0
3578,合,影,合影,合影,6.0,15.0,27378.0,16924.0,100.0,12,0.0,0.0,0.0
3580,合,谋,合謀,合谋,6.0,16.0,27378.0,7434.0,50.0,12,0.0,0.0,0.0
3582,合,击,合擊,合击,6.0,17.0,27378.0,16918.0,,12,0.0,0.0,0.0
3583,合,缝,合縫,合缝,6.0,17.0,27378.0,1773.0,,12,0.0,0.0,0.0
3585,吉,凶,吉凶,吉凶,6.0,4.0,8890.0,6967.0,2.0,19,0.0,0.0,0.0
3587,吉,他,吉他,吉他,6.0,5.0,8890.0,564477.0,710.0,19,0.0,0.0,0.0
3588,吉,兆,吉兆,吉兆,6.0,6.0,8890.0,718.0,2.0,19,0.0,0.0,0.0
3589,吉,利,吉利,吉利,6.0,7.0,8890.0,32917.0,111.0,19,0.0,0.0,0.0
3590,吉,祥,吉祥,吉祥,6.0,11.0,8890.0,369.0,25.0,19,0.0,0.0,0.0
3592,吊,车,吊車,吊车,6.0,7.0,1272.0,55587.0,37.0,5,0.0,0.0,0.0
3593,吊,扇,吊扇,吊扇,6.0,10.0,1272.0,1325.0,10.0,5,0.0,0.0,0.0
3594,吊,起,吊起,吊起,6.0,10.0,1272.0,127575.0,,5,0.0,0.0,0.0
3595,吊,带,吊帶,吊带,6.0,11.0,1272.0,45283.0,58.0,5,0.0,0.0,0.0
3598,吊,桥,吊橋,吊桥,6.0,16.0,1272.0,1894.0,55.0,5,0.0,0.0,0.0
3599,吊,灯,吊燈,吊灯,6.0,16.0,1272.0,4413.0,33.0,5,0.0,0.0,0.0
3600,吊,环,吊環,吊环,6.0,17.0,1272.0,4848.0,9.0,5,0.0,0.0,0.0
3602,同,伙,同伙,同伙,6.0,6.0,42995.0,37637.0,478.0,9,0.0,0.0,0.0
3603,同,年,同年,同年,6.0,6.0,42995.0,54824.0,30.0,9,0.0,0.0,0.0
3604,同,行,同行,同行,6.0,6.0,42995.0,73109.0,187.0,9,0.0,0.0,0.0
3605,同,伴,同伴,同伴,6.0,7.0,42995.0,4854.0,545.0,9,0.0,0.0,0.0
3607,同,步,同步,同步,6.0,7.0,42995.0,11260.0,168.0,9,0.0,0.0,0.0
3608,同,事,同事,同事,6.0,8.0,42995.0,179716.0,1392.0,9,0.0,0.0,0.0
3609,同,居,同居,同居,6.0,8.0,42995.0,7197.0,197.0,9,0.0,0.0,0.0
3611,同,房,同房,同房,6.0,8.0,42995.0,25246.0,6.0,9,0.0,0.0,0.0
3614,同,班,同班,同班,6.0,10.0,42995.0,11120.0,36.0,9,0.0,0.0,0.0
3615,同,情,同情,同情,6.0,11.0,42995.0,69279.0,832.0,9,0.0,0.0,0.0
3616,同,袍,同袍,同袍,6.0,10.0,42995.0,454.0,,9,0.0,0.0,0.0
3617,同,期,同期,同期,6.0,12.0,42995.0,18143.0,11.0,9,0.0,0.0,0.0
3618,同,窗,同窗,同窗,6.0,12.0,42995.0,3573.0,4.0,9,0.0,0.0,0.0
3619,同,等,同等,同等,6.0,12.0,42995.0,71184.0,83.0,9,0.0,0.0,0.0
3621,同,意,同意,同意,6.0,13.0,42995.0,103354.0,5759.0,9,0.0,0.0,0.0
3623,同,盟,同盟,同盟,6.0,13.0,42995.0,1847.0,175.0,9,0.0,0.0,0.0
3624,同,路,同路,同路,6.0,13.0,42995.0,23462.0,7.0,9,0.0,0.0,0.0
3625,同,僚,同僚,同僚,6.0,14.0,42995.0,289.0,84.0,9,0.0,0.0,0.0
3628,同,辈,同輩,同辈,6.0,15.0,42995.0,3145.0,7.0,9,0.0,0.0,0.0
3629,同,侪,同儕,同侪,6.0,16.0,42995.0,1.0,,9,0.0,0.0,0.0
3631,同,谋,同謀,同谋,6.0,16.0,42995.0,7434.0,179.0,9,0.0,0.0,0.0
3633,同,党,同黨,同党,6.0,20.0,42995.0,1985.0,6.0,9,0.0,0.0,0.0
3635,名,分,名分,名分,6.0,4.0,43229.0,48396.0,3.0,7,0.0,0.0,0.0
3636,名,片,名片,名片,6.0,4.0,43229.0,21431.0,445.0,7,0.0,0.0,0.0
3637,名,册,名冊,名册,6.0,5.0,43229.0,1372.0,49.0,7,0.0,0.0,0.0
3638,名,句,名句,名句,6.0,5.0,43229.0,6640.0,8.0,7,0.0,0.0,0.0
3639,名,目,名目,名目,6.0,5.0,43229.0,22482.0,2.0,7,0.0,0.0,0.0
3640,名,份,名份,名份,6.0,6.0,43229.0,14754.0,,7,0.0,0.0,0.0
3641,名,字,名字,名字,6.0,6.0,43229.0,22743.0,14335.0,7,0.0,0.0,0.0
3642,名,次,名次,名次,6.0,6.0,43229.0,58108.0,27.0,7,0.0,0.0,0.0
3643,名,伶,名伶,名伶,6.0,7.0,43229.0,169.0,,7,0.0,0.0,0.0
3645,名,言,名言,名言,6.0,7.0,43229.0,13176.0,96.0,7,0.0,0.0,0.0
3646,名,流,名流,名流,6.0,9.0,43229.0,11946.0,83.0,7,0.0,0.0,0.0
3649,名,师,名師,名师,6.0,10.0,43229.0,21326.0,12.0,7,0.0,0.0,0.0
3651,名,堂,名堂,名堂,6.0,11.0,43229.0,5777.0,97.0,7,0.0,0.0,0.0
3652,名,将,名將,名将,6.0,11.0,43229.0,30460.0,14.0,7,0.0,0.0,0.0
3653,名,望,名望,名望,6.0,11.0,43229.0,36791.0,51.0,7,0.0,0.0,0.0
3654,名,产,名產,名产,6.0,11.0,43229.0,8264.0,1.0,7,0.0,0.0,0.0
3656,名,单,名單,名单,6.0,12.0,43229.0,18894.0,2212.0,7,0.0,0.0,0.0
3657,名,媛,名媛,名媛,6.0,12.0,43229.0,197.0,4.0,7,0.0,0.0,0.0
3659,名,画,名畫,名画,6.0,12.0,43229.0,7877.0,28.0,7,0.0,0.0,0.0
3660,名,著,名著,名著,6.0,12.0,43229.0,2734.0,40.0,7,0.0,0.0,0.0
3663,名,义,名義,名义,6.0,13.0,43229.0,9488.0,533.0,7,0.0,0.0,0.0
3665,名,种,名種,名种,6.0,14.0,43229.0,42396.0,,7,0.0,0.0,0.0
3667,名,厨,名廚,名厨,6.0,15.0,43229.0,2898.0,6.0,7,0.0,0.0,0.0
3669,名,医,名醫,名医,6.0,18.0,43229.0,26637.0,13.0,7,0.0,0.0,0.0
3671,名,籍,名籍,名籍,6.0,20.0,43229.0,357.0,,7,0.0,0.0,0.0
3672,名,誉,名譽,名誉,6.0,21.0,43229.0,1461.0,284.0,7,0.0,0.0,0.0
3673,后,妃,后妃,后妃,6.0,6.0,109915.0,214.0,,4,0.0,0.0,0.0
3676,吐,血,吐血,吐血,6.0,6.0,2543.0,14874.0,28.0,4,0.0,0.0,0.0
3677,吐,沫,吐沫,吐沫,6.0,8.0,2543.0,304.0,12.0,4,0.0,0.0,0.0
3678,向,上,向上,向上,6.0,3.0,24596.0,236451.0,153.0,6,0.0,0.0,0.0
3680,向,外,向外,向外,6.0,5.0,24596.0,31747.0,,6,0.0,0.0,0.0
3681,向,来,向來,向来,6.0,8.0,24596.0,377902.0,62.0,6,0.0,0.0,0.0
3682,向,前,向前,向前,6.0,9.0,24596.0,75236.0,458.0,6,0.0,0.0,0.0
3683,向,后,向後,向后,6.0,9.0,24596.0,109915.0,,6,0.0,0.0,0.0
3684,回,升,回升,回升,6.0,4.0,92711.0,4362.0,17.0,2,0.0,0.0,0.0
3685,回,去,回去,回去,6.0,5.0,92711.0,232346.0,7993.0,2,0.0,0.0,0.0
3688,回,收,回收,回收,6.0,6.0,92711.0,19712.0,249.0,2,0.0,0.0,0.0
3689,回,来,回來,回来,6.0,8.0,92711.0,377902.0,22423.0,2,0.0,0.0,0.0
3692,回,帖,回帖,回帖,6.0,8.0,92711.0,262.0,3.0,2,0.0,0.0,0.0
3694,回,信,回信,回信,6.0,9.0,92711.0,57928.0,139.0,2,0.0,0.0,0.0
3695,回,音,回音,回音,6.0,9.0,92711.0,18229.0,84.0,2,0.0,0.0,0.0
3696,回,首,回首,回首,6.0,9.0,92711.0,12927.0,58.0,2,0.0,0.0,0.0
3697,回,家,回家,回家,6.0,10.0,92711.0,112387.0,9360.0,2,0.0,0.0,0.0
3698,回,国,回國,回国,6.0,11.0,92711.0,40712.0,84.0,2,0.0,0.0,0.0
3699,回,巢,回巢,回巢,6.0,11.0,92711.0,419.0,,2,0.0,0.0,0.0
3700,回,教,回教,回教,6.0,11.0,92711.0,21768.0,16.0,2,0.0,0.0,0.0
3701,回,条,回條,回条,6.0,11.0,92711.0,18134.0,6.0,2,0.0,0.0,0.0
3704,回,复,回復,回复,6.0,12.0,92711.0,13041.0,444.0,2,0.0,0.0,0.0
3705,回,程,回程,回程,6.0,12.0,92711.0,10184.0,51.0,2,0.0,0.0,0.0
3706,回,答,回答,回答,6.0,12.0,92711.0,11907.0,4070.0,2,0.0,0.0,0.0
3709,回,想,回想,回想,6.0,13.0,92711.0,247453.0,379.0,2,0.0,0.0,0.0
3710,回,敬,回敬,回敬,6.0,13.0,92711.0,3844.0,49.0,2,0.0,0.0,0.0
3712,回,禀,回稟,回禀,6.0,13.0,92711.0,58.0,,2,0.0,0.0,0.0
3713,回,电,回電,回电,6.0,13.0,92711.0,60278.0,193.0,2,0.0,0.0,0.0
3715,回,请,回請,回请,6.0,15.0,92711.0,39590.0,4.0,2,0.0,0.0,0.0
3716,回,忆,回憶,回忆,6.0,16.0,92711.0,3781.0,1195.0,2,0.0,0.0,0.0
3717,回,头,回頭,回头,6.0,16.0,92711.0,49069.0,1582.0,2,0.0,0.0,0.0
3719,回,击,回擊,回击,6.0,17.0,92711.0,16918.0,53.0,2,0.0,0.0,0.0
3720,回,声,回聲,回声,6.0,17.0,92711.0,18258.0,58.0,2,0.0,0.0,0.0
3721,回,归,回歸,回归,6.0,18.0,92711.0,4235.0,447.0,2,0.0,0.0,0.0
3722,回,礼,回禮,回礼,6.0,18.0,92711.0,14769.0,22.0,2,0.0,0.0,0.0
3724,回,转,回轉,回转,6.0,18.0,92711.0,13740.0,33.0,2,0.0,0.0,0.0
3725,回,赠,回贈,回赠,6.0,19.0,92711.0,778.0,6.0,2,0.0,0.0,0.0
3726,回,馈,回饋,回馈,6.0,20.0,92711.0,267.0,,2,0.0,0.0,0.0
3728,回,顾,回顧,回顾,6.0,21.0,92711.0,8298.0,550.0,2,0.0,0.0,0.0
3729,回,笼,回籠,回笼,6.0,22.0,92711.0,777.0,7.0,2,0.0,0.0,0.0
3730,因,由,因由,因由,6.0,5.0,77540.0,15733.0,,7,0.0,0.0,0.0
3731,因,此,因此,因此,6.0,6.0,77540.0,28050.0,2846.0,7,0.0,0.0,0.0
3733,因,果,因果,因果,6.0,8.0,77540.0,91471.0,254.0,7,0.0,0.0,0.0
3734,因,为,因為,因为,6.0,9.0,77540.0,249231.0,59823.0,7,0.0,0.0,0.0
3737,因,应,因應,因应,6.0,17.0,77540.0,52206.0,,7,0.0,0.0,0.0
3739,在,下,在下,在下,6.0,3.0,546367.0,153565.0,16.0,3,0.0,0.0,0.0
3740,在,世,在世,在世,6.0,5.0,546367.0,21566.0,104.0,3,0.0,0.0,0.0
3741,在,乎,在乎,在乎,6.0,5.0,546367.0,11683.0,1840.0,3,0.0,0.0,0.0
3742,在,先,在先,在先,6.0,6.0,546367.0,71253.0,12.0,3,0.0,0.0,0.0
3744,在,位,在位,在位,6.0,7.0,546367.0,31427.0,2.0,3,0.0,0.0,0.0
3745,在,即,在即,在即,6.0,7.0,546367.0,8012.0,16.0,3,0.0,0.0,0.0
3746,在,押,在押,在押,6.0,8.0,546367.0,1557.0,26.0,3,0.0,0.0,0.0
3750,在,逃,在逃,在逃,6.0,10.0,546367.0,9009.0,113.0,3,0.0,0.0,0.0
3753,在,学,在學,在学,6.0,16.0,546367.0,41964.0,,3,0.0,0.0,0.0
3754,在,职,在職,在职,6.0,18.0,546367.0,8028.0,34.0,3,0.0,0.0,0.0
3755,地,上,地上,地上,6.0,3.0,78129.0,236451.0,1423.0,10,0.0,0.0,0.0
3758,地,主,地主,地主,6.0,5.0,78129.0,28628.0,61.0,10,0.0,0.0,0.0
3760,地,名,地名,地名,6.0,6.0,78129.0,43229.0,59.0,10,0.0,0.0,0.0
3763,地,形,地形,地形,6.0,7.0,78129.0,6994.0,93.0,10,0.0,0.0,0.0
3764,地,步,地步,地步,6.0,7.0,78129.0,11260.0,382.0,10,0.0,0.0,0.0
3765,地,牢,地牢,地牢,6.0,7.0,78129.0,3297.0,120.0,10,0.0,0.0,0.0
3766,地,府,地府,地府,6.0,8.0,78129.0,4402.0,,10,0.0,0.0,0.0
3768,地,契,地契,地契,6.0,9.0,78129.0,828.0,20.0,10,0.0,0.0,0.0
3769,地,段,地段,地段,6.0,9.0,78129.0,9577.0,36.0,10,0.0,0.0,0.0
3771,地,面,地面,地面,6.0,9.0,78129.0,67015.0,566.0,10,0.0,0.0,0.0
3772,地,租,地租,地租,6.0,10.0,78129.0,4187.0,11.0,10,0.0,0.0,0.0
3773,地,区,地區,地区,6.0,11.0,78129.0,11770.0,1519.0,10,0.0,0.0,0.0
3775,地,基,地基,地基,6.0,11.0,78129.0,13428.0,54.0,10,0.0,0.0,0.0
3776,地,带,地帶,地带,6.0,11.0,78129.0,45283.0,229.0,10,0.0,0.0,0.0
3777,地,球,地球,地球,6.0,11.0,78129.0,24351.0,2293.0,10,0.0,0.0,0.0
3778,地,理,地理,地理,6.0,11.0,78129.0,41099.0,147.0,10,0.0,0.0,0.0
3779,地,产,地產,地产,6.0,11.0,78129.0,8264.0,191.0,10,0.0,0.0,0.0
3780,地,壳,地殼,地壳,6.0,12.0,78129.0,1002.0,33.0,10,0.0,0.0,0.0
3782,地,痞,地痞,地痞,6.0,12.0,78129.0,108.0,16.0,10,0.0,0.0,0.0
3783,地,窖,地窖,地窖,6.0,12.0,78129.0,171.0,111.0,10,0.0,0.0,0.0
3784,地,势,地勢,地势,6.0,13.0,78129.0,4547.0,20.0,10,0.0,0.0,0.0
3785,地,道,地道,地道,6.0,13.0,78129.0,230531.0,253.0,10,0.0,0.0,0.0
3787,地,图,地圖,地图,6.0,14.0,78129.0,10910.0,1206.0,10,0.0,0.0,0.0
3788,地,狱,地獄,地狱,6.0,14.0,78129.0,8440.0,1951.0,10,0.0,0.0,0.0
3789,地,貌,地貌,地貌,6.0,14.0,78129.0,1933.0,2.0,10,0.0,0.0,0.0
3790,地,价,地價,地价,6.0,15.0,78129.0,8767.0,9.0,10,0.0,0.0,0.0
3792,地,盘,地盤,地盘,6.0,15.0,78129.0,4299.0,719.0,10,0.0,0.0,0.0
3793,地,质,地質,地质,6.0,15.0,78129.0,5831.0,46.0,10,0.0,0.0,0.0
3794,地,铺,地鋪,地铺,6.0,15.0,78129.0,997.0,,10,0.0,0.0,0.0
3795,地,震,地震,地震,6.0,15.0,78129.0,2443.0,486.0,10,0.0,0.0,0.0
3796,地,头,地頭,地头,6.0,16.0,78129.0,49069.0,20.0,10,0.0,0.0,0.0
3797,地,点,地點,地点,6.0,17.0,78129.0,128025.0,1746.0,10,0.0,0.0,0.0
3798,地,铁,地鐵,地铁,6.0,21.0,78129.0,3741.0,625.0,10,0.0,0.0,0.0
3800,多,久,多久,多久,6.0,3.0,104049.0,15073.0,4392.0,4,0.0,0.0,0.0
3801,多,大,多大,多大,6.0,3.0,104049.0,135159.0,,4,0.0,0.0,0.0
3802,多,元,多元,多元,6.0,4.0,104049.0,8765.0,4.0,4,0.0,0.0,0.0
3803,多,少,多少,多少,6.0,4.0,104049.0,28266.0,9965.0,4,0.0,0.0,0.0
3805,多,方,多方,多方,6.0,4.0,104049.0,52743.0,10.0,4,0.0,0.0,0.0
3807,多,半,多半,多半,6.0,5.0,104049.0,10910.0,142.0,4,0.0,0.0,0.0
3808,多,汁,多汁,多汁,6.0,5.0,104049.0,1591.0,,4,0.0,0.0,0.0
3810,多,事,多事,多事,6.0,8.0,104049.0,179716.0,18.0,4,0.0,0.0,0.0
3811,多,于,多於,多于,6.0,8.0,104049.0,45429.0,32.0,4,0.0,0.0,0.0
3813,多,时,多時,多时,6.0,10.0,104049.0,162611.0,21.0,4,0.0,0.0,0.0
3814,多,情,多情,多情,6.0,11.0,104049.0,69279.0,41.0,4,0.0,0.0,0.0
3815,多,产,多產,多产,6.0,11.0,104049.0,8264.0,,4,0.0,0.0,0.0
3816,多,寡,多寡,多寡,6.0,14.0,104049.0,487.0,,4,0.0,0.0,0.0
3818,多,么,多麼,多么,6.0,14.0,104049.0,557804.0,2945.0,4,0.0,0.0,0.0
3821,多,余,多餘,多余,6.0,15.0,104049.0,2819.0,300.0,4,0.0,0.0,0.0
3822,多,谢,多謝,多谢,6.0,17.0,104049.0,120668.0,2641.0,4,0.0,0.0,0.0
3823,多,点,多點,多点,6.0,17.0,104049.0,128025.0,,4,0.0,0.0,0.0
3824,夷,平,夷平,夷平,6.0,5.0,720.0,14739.0,,16,0.0,0.0,0.0
3827,奸,笑,奸笑,奸笑,6.0,10.0,1854.0,22282.0,15.0,16,0.0,0.0,0.0
3828,奸,商,奸商,奸商,6.0,11.0,1854.0,6928.0,11.0,16,0.0,0.0,0.0
3830,奸,诈,奸詐,奸诈,6.0,12.0,1854.0,957.0,26.0,16,0.0,0.0,0.0
3831,奸,猾,奸猾,奸猾,6.0,13.0,1854.0,391.0,,16,0.0,0.0,0.0
3832,奸,贼,奸賊,奸贼,6.0,13.0,1854.0,1065.0,1.0,16,0.0,0.0,0.0
3833,奸,险,奸險,奸险,6.0,16.0,1854.0,13181.0,2.0,16,0.0,0.0,0.0
3834,她,们,她們,她们,6.0,10.0,230468.0,701754.0,8912.0,7,0.0,0.0,0.0
3836,好,久,好久,好久,6.0,3.0,412760.0,15073.0,992.0,8,0.0,0.0,0.0
3837,好,友,好友,好友,6.0,4.0,412760.0,40149.0,290.0,8,0.0,0.0,0.0
3838,好,心,好心,好心,6.0,4.0,412760.0,83418.0,222.0,8,0.0,0.0,0.0
3839,好,手,好手,好手,6.0,4.0,412760.0,75608.0,91.0,8,0.0,0.0,0.0
3841,好,比,好比,好比,6.0,4.0,412760.0,51838.0,275.0,8,0.0,0.0,0.0
3842,好,用,好用,好用,6.0,5.0,412760.0,79299.0,,8,0.0,0.0,0.0
3843,好,吃,好吃,好吃,6.0,6.0,412760.0,33829.0,1210.0,8,0.0,0.0,0.0
3844,好,在,好在,好在,6.0,6.0,412760.0,546367.0,29.0,8,0.0,0.0,0.0
3845,好,多,好多,好多,6.0,6.0,412760.0,104049.0,1312.0,8,0.0,0.0,0.0
